"FeatureName","ControlID","Description","ControlSeverity","IsBaselineControl","IsPreviewBaselineControl","Rationale","Recommendation","Automated","SupportsAutoFix","Tags"
"ServiceBus","Azure_ServiceBus_DP_Rotate_Keys","Access policy keys must be rotated periodically","Moderate","No","No","Periodic key/password rotation is a good security hygiene practice as, over time, it minimizes the likelihood of data loss/compromise which can arise from key theft/brute forcing/recovery attacks.","Use New-AzServiceBusKey -ResourceGroupName <ResourceGroupName> -Namespace <NamespaceName> -Queue <QueueName> -RegenerateKey PrimaryKey/SecondaryKey to regenerate Queue key. Use New-AzServiceBusKey -ResourceGroupName <ResourceGroupName> -Namespace <NamespaceName> -Topic <TopicName> -RegenerateKey PrimaryKey/SecondaryKey to regenerate Topic key. Use New-AzServiceBusKey -ResourceGroupName <ResourceGroupName> -Namespace <NamespaceName> -RegenerateKey PrimaryKey/SecondaryKey to regenerate namespace key. Caution: Make sure that the newly generated keys are seamlessly deployed to clients to avoid disruption of functionality.","No","No","SDL, TCP, Manual, DP, ServiceBus"
"ServiceBus","Azure_ServiceBus_Audit_Review_logs","Audit logs for Service Bus entities should be reviewed routinely","Moderate","No","No","Auditing enables log collection of important system events pertinent to security. Regular monitoring of audit logs can help to detect any suspicious and malicious activity early and respond in a timely manner.","Audit log can be reviewed at Portal -> Service Bus -> <Your Service Bus Name> -> Diagnostics logs. Reference: https://docs.microsoft.com/en-us/azure/service-bus-messaging/service-bus-diagnostic-logs","No","No","SDL, Best Practice, Manual, Audit, ServiceBus"
"ServiceBus","Azure_ServiceBus_DP_Encrypt_in_Transit","Sensitive data must be encrypted in transit ","Important","No","No","Use of HTTPS ensures server/service authentication and protects data in transit from network layer man-in-the-middle, eavesdropping, session-hijacking attacks.","Default behavior. No action required.","No","No","SDL, Information, Manual, DP, ServiceBus"
"ServiceBus","Azure_ServiceBus_AuthZ_Use_Min_Token_Lifetime","Expiry time of SAS token should be minimum required","Moderate","No","No","If SAS token gets compromised, unauthorized users can access Service Bus entities. Minimizing the validity period of the SAS token ensures that the window of time available to an attacker in the event of compromise is minimized.","Set expiry time of SAS tokens to the minimum required in context of the scenario. Refer: https://docs.microsoft.com/en-us/azure/service-bus-messaging/service-bus-sas#generate-a-shared-access-signature-token","No","No","SDL, Best Practice, Manual, AuthZ, ServiceBus"
"ServiceBus","Azure_ServiceBus_BCDR_Paired_Namespace_In_Diff_Center","Paired Namespace should be used for disaster recovery","Moderate","No","No","Paired namespace helpful to maintain consistent availability of ServiceBus in case of ServiceBus outage (e.g. throttling, storage issue, subsystem failure) in primary region.","In case of Service Bus outage (e.g. throttling, storage issue, single subsystem failure, Azure data center failure), messages sent by sender application will not be received by Service Bus. To maintain consistent availability of application, Service Bus users should use a paired namespace in a different data center. Paired namespace  will send the messages to secondary queue(s) while primary queue is down. (Messages from secondary queue will be transferred to primary queue when primary queue becomes available again). Refer: https://azure.microsoft.com/en-in/documentation/articles/service-bus-paired-namespaces/","No","No","SDL, Best Practice, Manual, BCDR, ServiceBus"
"ServiceBus","Azure_ServiceBus_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Administrator should assign 'Owner' role to Service Bus at the 'resource' scope. Application developers should not have direct access to the Service Bus resource (they should just be provided the required shared access policy for a non-production Topic/Queue entity). Auditors should have 'Monitor Contributor Service Role' or 'Monitor Reader Service Role' based on their role.","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, ServiceBus"
"ServiceBus","Azure_ServiceBus_Audit_Enable_Diagnostics_Log","Diagnostics logs must be enabled with a retention period of at least 365 days.","Moderate","No","No","Logs should be retained for a long enough period so that activity trail can be recreated when investigations are required in the event of an incident or a compromise. A period of 1 year is typical for several compliance requirements as well.","You can change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal","Yes","No","SDL, TCP, Automated, Audit, Diagnostics, ServiceBus"
"KeyVault","Azure_KeyVault_AuthN_Use_Cert_Auth_for_Apps","Azure Active Directory applications, which have access to Key Vault, must use certificate to authenticate to Key Vault","Important","No","No","Password/shared secret credentials can be easily shared and hence can be easily compromised. Certificate credentials offer better security.","Remove any password credentials from Azure AD Applications and use certificate credentials instead. Run command Remove-AzureADApplicationPasswordCredential -InformationAction '{ActionPreference}' -InformationVariable '{InformationVariable}' -KeyId '{KeyId}' -ObjectId '{ObjectId}'. Refer: https://docs.microsoft.com/en-us/powershell/module/azuread/remove-azureadapplicationpasswordcredential?view=azureadps-2.0, https://docs.microsoft.com/en-us/azure/active-directory/develop/active-directory-certificate-credentials#register-your-certificate-with-azure-ad","Yes","No","SDL, TCP, Automated, AuthN, OwnerAccess, KeyVault"
"KeyVault","Azure_KeyVault_AuthN_Dont_Share_KeyVault_Unless_Trust","Applications must not share a Key Vault unless they trust each other and they need access to the same secrets at runtime","Important","No","Yes","Key Vault contains critical information like credentials/secrets etc. All applications can access all secrets from a given Key Vault. This can violate trust boundaries between applications.","Ensure that there is a clear need for apps to share secrets if they are sharing a Key Vault. Else setup independent Key Vaults for each application.","Yes","No","SDL, TCP, Automated, AuthN, KeyVault, OwnerAccess, GraphRead"
"KeyVault","Azure_KeyVault_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Important","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Remove any excessive privileges granted on the Key Vault. Run command Remove-AzRoleAssignment -SignInName '{signInName}' -Scope '{scope}' -RoleDefinitionName '{role definition name}'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help. Assign 'Key Vault Contributor' RBAC role to developers who need to manage Key Vault configurations. Refer: https://docs.microsoft.com/en-us/azure/key-vault/key-vault-secure-your-key-vault, https://docs.microsoft.com/en-us/azure/active-directory/role-based-access-control-manage-access-powershell","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, KeyVault"
"KeyVault","Azure_KeyVault_AuthZ_Grant_Min_Access_policies","All Key Vault access policies must be defined with minimum required permissions to keys and secrets","Important","No","No","Granting minimum access by defining Key Vault access policies ensures that applications/users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Use command Set-AzKeyVaultAccessPolicy -VaultName '{VaultName}' -ResourceGroupName '{ResourceGroupName}' ??-PermissionsToKeys '{PermissionsToKeys}' -PermissionsToSecrets '{PermissionsToSecrets}' ??-PermissionsToCertificates '{PermissionsToCertificates}' -ObjectId '{ObjectId}'. Refer: ??https://docs.microsoft.com/en-us/powershell/module/az.keyvault/Set-AzKeyVaultAccessPolicy","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, KeyVault"
"KeyVault","Azure_KeyVault_AuthZ_Configure_Advanced_Access_Policies","Advanced access policies must be configured on a need basis","Moderate","No","No","Advanced access policy allows Azure services (Azure Resource Manager, Virtual Machine, Disk Encryption etc.) to seamlessly access Key Vault. To avoid unintentional access to Key Vault from Azure services, advanced access policies must be configured only as required.","Remove any advanced policies that are not required using the command: Remove-AzKeyVaultAccessPolicy -VaultName '{VaultName}' -ResourceGroupName '{ResourceGroupName}' -EnabledForDeployment -EnabledForTemplateDeployment -EnabledForDiskEncryption. Refer: https://docs.microsoft.com/en-us/powershell/module/az.keyvault/Remove-AzKeyVaultAccessPolicy","Yes","No","SDL, TCP, Automated, AuthZ, KeyVault"
"KeyVault","Azure_KeyVault_DP_Keys_Protect_By_HSM","All Keys in Key Vault must be protected by HSM [Key Type = HSM Protected Key]","Moderate","No","No","A hardware security module (HSM) is a physical device that provides extra security for sensitive data like Keys. HSMs make sure that the keys never leave the HSM boundary throughout their lifecycle. Using HSMs for key protection is required for keys that encrypt highly sensitive data (often in regulated environments).","Remove the non-HSM keys and recreate the removed ones within a destination Key Vault of type HSM. Run command Remove-AzKeyVaultKey -VaultName '{KeyVaultName}' -Name '{KeyName}' to remove non-HSM key. Use command Add-AzKeyVaultKey -VaultName ??'{VaultName}' -Name '{KeyName}' -Expires '{ExpiryDate}' -Destination 'HSM' -KeyOps '{KeyOps}'. Refer: https://docs.microsoft.com/en-us/powershell/module/az.keyvault/remove-azkeyvaultkey, https://docs.microsoft.com/en-us/powershell/module/az.keyvault/add-azkeyvaultkey","Yes","No","SDL, TCP, Automated, DP, KeyVault, KeySecretPermissions"
"KeyVault","Azure_KeyVault_DP_Keys_Secrets_Check_Expiry_Date","All Keys and Secrets in Key Vault must have expiration dates","Moderate","No","No","Expiration dates on keys ensure that keys are rotated on a periodic basis. Key rotation is an important security hygiene activity.","To add an expiry date to keys, run command: Update-AzKeyVaultKey -VaultName '{KeyVaultName}' -Name '{KeyName}' -Expires '{ExpiryDate}'. Expiry date should not be more than 365 days for keys. To add an expiry date to secrets, run command: Update-AzKeyVaultSecret -VaultName '{KeyVaultName}' -Name '{SecretName}' -Expires '{ExpiryDate}', Expiry date should not be more than 180 days for secrets.","Yes","No","SDL, TCP, Automated, DP, KeyRotation, OwnerAccess, KeyVaultAccess, KeyVault, KeySecretPermissions"
"KeyVault","Azure_KeyVault_Audit_Enable_Diagnostics_Log","Diagnostics logs must be enabled with a retention period of at least 365 days.","Moderate","No","No","Logs should be retained for a long enough period so that activity trail can be recreated when investigations are required in the event of an incident or a compromise. A period of 1 year is typical for several compliance requirements as well.","You can change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal","Yes","No","SDL, TCP, Automated, Audit, Diagnostics, KeyVault"
"KeyVault","Azure_KeyVault_AuthN_Key_Min_Operation","Restrict the cryptographic operations permitted using keys to the ones actually required","Important","No","No","Restricting the operations to be performed on Keys ensures that applications/users can perform only intended operations. This minimizes exposure of the Keys in case of user/service account compromise.","Run command Update-AzKeyVaultKey -VaultName '{KeyVaultName}' -Name '{KeyName}' -KeyOps '{KeyOps}'. Refer: https://docs.microsoft.com/en-us/powershell/module/az.keyvault/update-azkeyvaultkey","Yes","No","SDL, TCP, Automated, AuthN, KeyVault, KeySecretPermissions"
"KeyVault","Azure_KeyVault_DP_Identify_Roles","Key Vault owner must grant minimum required access to keys/secrets based on individual roles (Developer/Operator/Auditor/Security Team)","Important","No","No","Identifying and assigning various roles ensures proper separation of duties.","Key Vault owner must identify different roles that need various levels of access on keyvault keys/secrets and configure them using a least privilege model. Refer: https://docs.microsoft.com/en-us/azure/key-vault/key-vault-secure-your-key-vault","No","No","SDL, TCP, Manual, DP, KeyVault"
"KeyVault","Azure_KeyVault_DP_Rotate_Key_Periodocally","Keys/secrets must be rotated periodically","Moderate","No","No","Periodic key/password rotation is a good security hygiene practice as, over time, it minimizes the likelihood of data loss/compromise which can arise from key theft/brute forcing/recovery attacks.","Rotate the keys and secrets at regular intervals. Run command: Update-AzKeyVaultKey -VaultName '{KeyVaultName}' -Name '{KeyName}' -Expires '{ExpiryDate}' -Version '{Version}' to generate new version for key. Run command: Update-AzKeyVaultSecret -VaultName '{KeyVaultName}' -Name '{KeyName}' -Expires '{ExpiryDate}' ??-Version ??'{Version}' ??to generate new version for secret.","No","No","SDL, TCP, Manual, DP, KeyVault"
"KeyVault","Azure_KeyVault_Audit_Review_Logs","Diagnostic logs for Key Vault must be reviewed periodically","Moderate","No","No","Periodic reviews of diagnostics, activity and audit logs ensures that anomalous activity can be identified early enough instead of after a major compromise.","Review diagnostic logs at regular intervals for different operations carried out on keys and secrets. Refer: https://docs.microsoft.com/en-us/azure/log-analytics/log-analytics-azure-key-vault","No","No","SDL, TCP, Manual, Audit, KeyVault"
"KeyVault","Azure_KeyVault_SI_Enable_SoftDelete","Soft delete must be enabled to allow recovery of deleted Key Vault and any objects (keys, secrets, etc.) contained in it.","Moderate","No","No","Enabling soft delete feature on Key Vault acts as a safety measure to recover inadvertently or maliciously deleted Key Vault and any objects (keys, secrets, etc.) contained in it.","Refer: https://docs.microsoft.com/en-us/azure/key-vault/key-vault-soft-delete-powershell to enable soft delete feature on Key Vault.","Yes","No","SDL, TCP, Automated, KeyVault"
"KeyVault","Azure_KeyVault_Avoid_Excessive_Versions_Keys_Secrets","Too many versions of keys or secrets should not be in use.","Moderate","No","No","Having too many active versions can lead to increased complexity of solutions due to difficulty of tracking what is in use where, indirectly leading to security vulnerability due to oversight. Additionally, it can also adversely affect performance and availability.","Disable older versions of keys and secrets that are no longer required. Go to the Azure Portal > Key Vault > Settings > Keys or Secrets. Select the key or secret that has too many versions, and choose the version that needs to be disabled. Set 'Enabled' attribute as 'No'. For more on the Azure Key Vault service limits, refer: https://docs.microsoft.com/en-us/azure/key-vault/key-vault-service-limits","Yes","No","SDL, TCP, Automated, KeySecretPermissions, KeyVault"
"Batch","Azure_Batch_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Remove any excessive privileges granted on the Batch service. Run command Remove-AzRoleAssignment -SignInName '{signInName}' -Scope '{scope}' -RoleDefinitionName '{role definition name}'. Run 'Get-Help Remove-AzRoleAssignment -full' for more help. Refer: https://docs.microsoft.com/en-us/azure/active-directory/role-based-access-control-manage-access-powershell","Yes","No","SDL, TCP, Automated, AuthZ, RBAC, Batch"
"Batch","Azure_Batch_DP_Encrypt_Linked_Storage","Storage Account, linked with Batch account, must be protected using Storage Service Encryption (SSE)","Important","No","No","Using this feature ensures that sensitive data is stored encrypted at rest. This minimizes the risk of data loss from physical theft and also helps meet regulatory compliance requirements.","Default behavior. No action required.","No","No","SDL, TCP, Manual, Information, DP, Batch"
"Batch","Azure_Batch_DP_Protect_Secrets_On_Compute_Nodes","Secrets associated with tasks must be protected on Batch service compute nodes","Important","No","No","Encrypting the sensitive data like secrets/keys minimizes the exposure until runtime. Using the uploaded certificates, compute nodes can decrypt the secrets as needed at runtime.","Certificates need to be installed on the compute nodes used by Batch in order to protect sensitive information. Run command New-AzBatchCertificate  -FilePath '{FilePath}'  -BatchContext '{BatchContext}' -Password '{Password}'. Note: Password value should be a secure string variable. Please refer https://docs.microsoft.com/en-us/azure/batch/batch-api-basics#security-with-certificates","No","No","SDL, TCP, Manual, DP, Batch"
"Batch","Azure_Batch_DP_Rotate_Access_Keys","Batch account access keys must be rotated periodically","Moderate","No","No","Periodic key/password rotation is a good security hygiene practice as, over time, it minimizes the likelihood of data loss/compromise which can arise from key theft/brute forcing/recovery attacks.","Rotate Batch account access keys at regular intervals as per business requirement. Run command New-AzBatchAccountKey -AccountName '{AccountName}'  -KeyType '{KeyType}' -ResourceGroupName '{ResourceGroupName}' Refer: https://docs.microsoft.com/en-us/powershell/module/az.batch/New-AzBatchAccountKey","No","No","SDL, TCP, Manual, DP, Batch"
"Batch","Azure_Batch_NetSec_Disable_RDP_Connection","Remote desktop connection should be disabled on Batch account compute nodes","Important","No","No","Open RDP/remote management connections expose a VM/compute node to a high level of risk from internet-based attacks that attempt to brute force credentials to gain access to the machine.","Remote desktop connection should be disabled. Refer: https://docs.microsoft.com/en-us/azure/cloud-services/cloud-services-role-enable-remote-desktop-powershell","No","No","SDL, Best Practice, Manual, NetSec, Batch"
"Batch","Azure_Batch_BCDR_Persist_Output_To_Storage","Batch account tasks and jobs should be configured to persist output to Azure Blob Storage","Moderate","No","No","Batch service works on the compute nodes. It is good to persist the data into SSE enabled storage account. Otherwise, on the crash of compute node, would result in the data loss.","Use Azure blob storage to persist Batch account tasks and jobs. Refer: https://docs.microsoft.com/en-us/azure/batch/batch-task-output","No","No","SDL, Best Practice, Manual, BCDR, Batch"
"Batch","Azure_Batch_Audit_Enable_Diagnostics_Log","Diagnostics logs must be enabled with a retention period of at least 365 days","Moderate","No","No","Logs should be retained for a long enough period so that activity trail can be recreated when investigations are required in the event of an incident or a compromise. A period of 1 year is typical for several compliance requirements as well.","You can change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal","Yes","No","SDL, TCP, Automated, Audit, Diagnostics, Batch"
"Batch","Azure_Batch_Audit_Enable_Metric_Alert","Metric alert rules must be configured on Batch account","Low","No","No","Metric alerts should be enabled to get alerts for issues that impacts the performance of batch resource when a metric crosses a certain threshold.","To setup alert rule for 'Pool Delete Complete Events' and 'Pool Delete Start Events' events (1) Go to Batch service -> 'Alerts' -> 'New alert rule' -> 'Add condition' (2) Select Signal type as 'Metrics' -> Select 'Pool Delete Complete Events'/'Pool Delete Start Events' -> Select a. Operator = 'Greater Than' b. Aggregation type = 'Total' c. Threshold value = '0' and d. Aggregation granularity = '1 hour' (3) Select an existing Action Group or create a new one of type 'Email/SMS/Push/Voice'. Select 'Email' option and specify the email id.","Yes","No","SDL, Best Practice, Automated, Audit, Batch"
"CloudService","Azure_CloudService_AuthN_Use_AAD_for_Client_AuthN","Cloud Service must authenticate users using Azure Active Directory backed credentials","Important","Yes","No","Using the native enterprise directory for authentication ensures that there is a built-in high level of assurance in the user identity established for subsequent access control.All Enterprise subscriptions are automatically associated with their enterprise directory (xxx.onmicrosoft.com) and users in the native directory are trusted for authentication to enterprise subscriptions.","Create an AAD App. Configure the App with your cloud service URLs to enforce AAD auth for every request. Refer: https://blogs.msdn.microsoft.com/visualstudio/2014/11/19/connecting-to-cloud-services/","No","No","SDL, AuthN, Classic, Manual"
"CloudService","Azure_CloudService_DP_DontAllow_HTTP_Access_InputEndpoints","Cloud Service must only be accessible over HTTPS. Enable https for InputEndpoints.","Important","Yes","No","Use of HTTPS ensures server/service authentication and protects data in transit from network layer man-in-the-middle, eavesdropping, session-hijacking attacks.","Get an SSL certificate from a trusted certificate provider. Upload that certificate to cloud service. Update input endpoints by renaming HTTP to HTTPS in .csdef. Refer: https://docs.microsoft.com/en-us/azure/cloud-services/cloud-services-configure-ssl-certificate","Yes","No","SDL, Automated, DP, Classic"
"CloudService","Azure_CloudService_SI_Validate_InternalEndpoints","Remove unused internal endpoints","Moderate","No","No","Internal endpoints are available for instance-to-instance communication with in cloud service. Exploitation of one such internal instance can put all the other internal instances at risk with which it has open communication channels.","Remove unused internal endpoints from .csdef and redeploy your cloud service to reflect the new changes. Refer: https://azure.microsoft.com/en-us/documentation/articles/cloud-services-enable-communication-role-instances","Yes","No","SDL, Automated, Classic, OwnerAccess, SI"
"CloudService","Azure_CloudService_SI_Validate_InputEndpoints","Remove unused input endpoints","Moderate","No","No","The input endpoint is used when you want to expose a port to the outside from a cloud service. Such unintended open connections expose cloud service instances to a high level of risk from internet-based attacks that attempt to brute force credentials to gain access to the machine.","Remove unused input endpoints from .csdef and redeploy your cloud service to reflect the new changes. Refer: https://azure.microsoft.com/en-us/documentation/articles/cloud-services-enable-communication-role-instances","Yes","No","SDL, Automated, SI, Classic"
"CloudService","Azure_CloudService_SI_Disable_RemoteDebugging","Remote debugging must be turned off","Important","No","Yes","Remote debugging requires inbound ports to be opened. These ports become easy targets for compromise from various internet based attacks.","Remove [Microsoft.WindowsAzure.Plugins.RemoteDebugger*] endpoints from .csdef and redeploy your cloud service to reflect the new changes. Refer: https://docs.microsoft.com/en-us/azure/vs-azure-tools-debug-cloud-services-virtual-machines","Yes","No","SDL, Automated, Classic, OwnerAccess, SI"
"CloudService","Azure_CloudService_DP_CNAME_with_SSL","A CNAME should be configured for the cloud service.","Moderate","No","No","Use of custom domain protects a web application from common attacks such as phishing, session hijacking and other DNS-related attacks.","Get an SSL certificate for your CNAME from a trusted certificate provider and upload the same to your cloud service. Map the VIP of your cloud service at your DNS registrar's website. Refer: https://docs.microsoft.com/en-us/azure/cloud-services/cloud-services-custom-domain-name","No","No","SDL, Classic, OwnerAccess, Manual, DP"
"CloudService","Azure_CloudService_SI_Auto_OSUpdate","OS version should be set to automatic.","Important","Yes","No","Cloud services where automatic updates are disabled are likely to miss important security patches (human error, forgetfulness). This may lead to compromise from various malware/trojan attacks that exploit known vulnerabilities in operating systems and related software.","To enable automatic updates: Go to manage Azure portal --> your cloud service --> under configure tab --> set operating system version to automatic.","Yes","No","SDL, Automated, SI, Classic"
"CloudService","Azure_CloudService_SI_Enable_AntiMalware","Enable the Antimalware extension for the cloud service roles","Important","Yes","No","Antimalware provides real-time protection, scheduled scanning, malware remediation, signature updates, engine updates, samples reporting, exclusion event collection etc.","To enable Antimalware: Go to Azure portal --> your cloud service --> Antimalware under Settings section--> select role and enable Antimalware.","Yes","No","SDL, Automated, Classic, OwnerAccess, SI"
"CloudService","Azure_CloudService_SI_Disable_RemoteDesktop_Access","Remote Desktop (RDP) access must be disabled on cloud service roles","Important","Yes","No","Remote desktop access requires inbound ports to be opened. These ports become easy targets for compromise from various internet based attacks.","Go to Azure portal --> your cloud service --> Remote Desktop under Settings section --> disable Remote Desktop","Yes","No","SDL, Automated, Classic, OwnerAccess, SI"
"LogicApps","Azure_LogicApps_Deploy_Dont_Use_Apps_In_Same_RG_Unless_Trust","Multiple Logic Apps should not be deployed in the same resource group unless they trust each other","Important","No","No","API Connections contain critical information like credentials/secrets, etc., provided as part of configuration. Logic App can use all API Connections present in the same Resource Group. Thus, Resource Group should be considered as security boundary when threat modeling.","Separate Logic Apps into different resource groups unless the apps trust each other and need to use API Connections present in the resource group.","Yes","No","SDL, Best Practice, Automated, Deploy"
"LogicApps","Azure_LogicApps_AuthZ_Connector_Use_Min_Permissions","Logic App connectors must have minimum required permissions on data source","Moderate","No","No","This ensures that connectors can be used only towards intended actions in the Logic App","Connectors must be configured with minimum permissions. E.g., 'SQL Server-Get Row' must use an account with only Read permission on the required table.","No","No","SDL, TCP, Manual, AuthZ"
"LogicApps","Azure_LogicApps_AuthZ_Grant_Min_RBAC_Access","All users/identities must be granted minimum required permissions using Role Based Access Control (RBAC)","Moderate","No","No","Granting minimum access by leveraging RBAC feature ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","Assign 'Logic App Contributor' role to developers and 'Logic App Operator' role to operators. Refer: https://docs.microsoft.com/en-us/azure/logic-apps/logic-apps-securing-a-logic-app#secure-access-to-manage-or-edit-logic-apps","Yes","No","SDL, TCP, Automated, AuthZ, RBAC"
"LogicApps","Azure_LogicApps_AuthZ_Provide_Triggers_Access_Control","If Logic App fires on an HTTP Request (e.g. Request or Webhook) then provide IP ranges for triggers to prevent unauthorized access","Important","No","No","Specifying the IP range ensures that the triggers can be invoked only from a restricted set of endpoints.","Provide access control by navigating to Portal --> Logic App --> Workflow settings --> Access Control Configuration and setting the IP addresses/ranges. Do not add IP range 0.0.0.0-255.255.255.255 as this means access to all IPs. Note: In case the IP range is indeterminate (for instance, if the client is a PaaS endpoint), you may need to attest this control.","Yes","No","SDL, TCP, Automated, AuthZ"
"LogicApps","Azure_LogicApps_AuthZ_Provide_Contents_Access_Control","Must provide IP ranges for contents to prevent unauthorized access to inputs/outputs data of Logic App run history","Important","No","No","Using the firewall feature ensures that access to the data or the service is restricted to a specific set/group of clients. While this may not be feasible in all scenarios, when it can be used, it provides an extra layer of access control protection for critical assets.","Provide access control by navigating to Portal --> Logic App --> Workflow settings --> Access Control Configuration and setting the IP addresses/ranges. Do not add IP range 0.0.0.0-255.255.255.255 as this means access to all IPs. Note: In case the IP range is indeterminate (for instance, if the client is a PaaS endpoint), you may need to attest this control.","Yes","No","SDL, TCP, Automated, AuthZ"
"LogicApps","Azure_LogicApps_DP_Dont_Allow_PlainText_Secrets_In_Codeview","Application secrets and credentials must not be in plain text in source code (code view) of a Logic App","Important","No","No","Keeping secrets such as DB connection strings, passwords, keys, etc. in clear text can lead to easy compromise at various avenues during an application's lifecycle. Storing them in a key vault ensures that they are protected at rest.","Use 'secureString' type parameter in Logic App code view for secret parameters. Refer: https://docs.microsoft.com/en-us/azure/logic-apps/logic-apps-securing-a-logic-app#secure-parameters-and-inputs-within-a-workflow","Yes","No","SDL, TCP, Automated, DP"
"LogicApps","Azure_LogicApps_DP_Rotate_Keys","Logic App access keys must be rotated periodically","Moderate","No","No","Periodic key/password rotation is a good security hygiene practice as, over time, it minimizes the likelihood of data loss/compromise which can arise from key theft/brute forcing/recovery attacks.","Rotate access keys at regular intervals. Naviagte to Logic App --> Access Keys --> Regenerate Access Key to generate a new access key.","No","No","SDL, TCP, Manual, DP"
"LogicApps","Azure_LogicApps_Audit_Enable_Diagnostics_Log","Diagnostics logs must be enabled with a retention period of at least 365 days.","Moderate","No","No","Logs should be retained for a long enough period so that activity trail can be recreated when investigations are required in the event of an incident or a compromise. A period of 1 year is typical for several compliance requirements as well.","You can change the diagnostic settings from the Azure Portal by following the steps given here: https://docs.microsoft.com/en-us/azure/monitoring-and-diagnostics/monitoring-archive-diagnostic-logs#archive-diagnostic-logs-using-the-portal","Yes","No","SDL, TCP, Automated, Audit, Diagnostics"
"LogicApps","Azure_LogicApps_BCDR_Backup_Periodically","Logic App Code View code should be backed up periodically","Moderate","No","No","Logic App code view contains application's workflow logic and API connections detail which could be lost if there is no backup. No backup/disaster recovery feature is available out of the box in Logic Apps.","Navigate to Logic App --> Logic App Code View and save content to a backup location.","No","No","SDL, Best Practice, Manual, BCDR"
"AzSKCfg","Azure_AzSKCfg_Check_Presence_of_CA","Continuous Assurance automation account must be present in the subscription","Important","Yes","No","Presence of CA ensures that regular scan is happening for your cloud subscription and resources.","To install Continuous Assurance automation account, run command: Install-AzSKContinuousAssurance.For more details, please refer https://github.com/azsk/DevOpsKit-docs/blob/master/04-Continous-Assurance/Readme.md#setting-up-continuous-assurance---step-by-step","Yes","No","SDL, TCP, Automated, AzSKCfgControl"
"AzSKCfg","Azure_AzSKCfg_Check_Health_of_CA","Continuous Assurance automation account must be in a healthy state","Important","Yes","No","Presence of CA ensures that regular scan is happening for your cloud subscription and resources.","Run command: 'Get-AzSKContinuousAssurance -SubscriptionId <subId>'.Follow the recommendation given to bring CA in healthy state","Yes","No","SDL, TCP, Automated, GraphRead, AzSKCfgControl"
"AzSKCfg","Azure_AzSKCfg_Check_Presence_of_Latest_AzSK_Module","AzSK scans must use latest version of the AzSK Module","Important","Yes","No","With each release new security updates are being added. Using the latest AzSK module ensures that your cloud subscription and resources are scanned with the latest controls.","Re-run install command to get latest AzSK module","Yes","No","SDL, TCP, Automated, AzSKCfgControl"
"DataFactoryV2","Azure_DataFactoryV2_AuthZ_Grant_Min_Access","User accounts/roles connecting to data source must have minimum required permissions","Moderate","No","No","Granting minimum access ensures that users are granted just enough permissions to perform their tasks. This minimizes exposure of the resources in case of user/service account compromise.","All user accounts/roles which are involved in Azure Data Factory must have minimum required access rights to data sources. (e.g. If the Data Factory is just reading data from the data source then the account employed must use just read-only access.)","No","No","SDL, TCP, Manual, DataFactoryV2, AuthZ"
"DataFactoryV2","Azure_DataFactoryV2_DP_KeyVault_for_LinkedSvc_Credentials","All linked service credentials should be stored in Key Vault.","Moderate","No","No","Keeping secrets such as DB connection strings, passwords, keys, etc., in clear text can lead to easy compromise at various avenues during an application's lifecycle. Storing them in a key vault ensures that they are protected at rest.","Refer: https://docs.microsoft.com/en-us/azure/data-factory/store-credentials-in-key-vault","No","No","SDL, TCP, DP, DataFactoryV2, Manual"
